URL_ID,URL,TITLE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,Real Estate Data Warehouse,0,0,0,0,4,25,11.6,1,4,9,0,5.75
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,Traction Dashboards of Marketing Campaigns and Posts,0,0,0,0,7,40,18.8,2,5,12,0,6.571428571
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,Google Local Service Ads (LSA) Data Warehouse,0,0,0,0,9,28.57142857,15.02857143,2,7,14,0,4.333333333
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,Google Local Service Ads Missed Calls and Messages Automation Tool,0,0,0,0,10,33.33333333,17.33333333,3,9,20,0,5.7
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,Marketing Ads Leads Call Status Data Tool to BigQuery,1,0,0.999999,0.111111099,9,37.5,18.6,3,8,14,0,5
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,Marketing Analytics to Automate Leads Call Status and Reporting,1,0,0.999999,0.111111099,9,71.42857143,32.17142857,5,7,19,0,6.111111111
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,"CallRail, Analytics & Leads Report Alert",1,0,0.999999,0.142857122,7,40,18.8,2,5,10,0,5
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,Marketing Tool to Notify Leads to Clients over Email and Phone,1,0,0.999999,0.090909083,11,28.57142857,15.82857143,2,7,16,0,4.727272727
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,Data ETL: Local Service Ads Leads to BigQuery,1,0,0.999999,0.111111099,9,28.57142857,15.02857143,2,7,13,0,4.222222222
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,Marbles Stimulation using python,0,0,0,0,4,25,11.6,1,4,9,0,7.25
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,Stocktwits Data Structurization,0,0,0,0,3,33.33333333,14.53333333,1,3,9,0,9.666666667
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,Sentimental Analysis on Shareholder Letter of Companies,0,0,0,0,7,80,34.8,4,5,18,0,7
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,Population and Community Survey of America,0,0,0,0,6,100,42.4,4,4,15,0,6.166666667
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,Google LSA API Data Automation and Dashboarding,0,0,0,0,7,33.33333333,16.13333333,2,6,15,0,5.857142857
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,Healthcare Data Analysis,0,0,0,0,3,66.66666667,27.86666667,2,3,8,0,7.333333333
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,"Budget, Sales KPI Dashboard using Power BI",0,0,0,0,8,0,3.2,0,7,12,0,4.5
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,"Amazon Buy Bot, an Automation AI tool to Auto-Checkouts",0,0,0,0,10,42.85714286,21.14285714,3,7,17,0,4.7
